year,date,WLN,method,clitellata_hirudinida,insecta_ephemeroptera,insecta_odonata,insecta_hemiptera,insecta_coleoptera,insecta_diptera,insecta_trichoptera,gastropoda_basommatophora,crustacea,mollusca
2009,6/22/09,MH-2,BT2,0,0,0,0,0,0,0,0,0,0
2009,6/22/09,MH-2,BT3,0,0,0,0,0,0,0,0,0,0
2009,6/23/09,AV-15,DN,2,0,0,0,0,2,0,0,0,1
2009,6/23/09,AV-15,BT1,2,0,1,805,2,1,0,0,1,0
2009,6/23/09,AV-15,BT2,0,0,0,0,0,0,0,0,0,0
2009,6/23/09,AV-15,BT3,0,0,0,0,0,0,0,0,0,0
2009,6/23/09,H-56,DN,3,1,4,0,0,1,0,5,2,0
2009,6/23/09,H-56,BT1,2,1,1,32,41,0,0,2,2,0
2009,6/23/09,H-56,BT2,3,1,0,42,44,0,0,2,2,0
2009,6/23/09,H-56,BT3,1,1,2,17,21,0,0,1,2,0
2009,6/23/09,SSP-3,DN,1,0,0,0,0,2,1,1,1,0
2009,6/23/09,SSP-3,BT1,2,0,0,201,26,3,1,1,1,0
2009,6/23/09,SSP-3,BT2,0,0,0,0,0,0,0,0,0,0
2009,6/23/09,SSP-3,BT3,0,0,0,0,0,0,0,0,0,0
2009,7/1/09,H-4,DN,0,1,1,0,0,1,1,2,1,0
2009,7/1/09,H-4,BT1,0,0,0,0,0,1,0,2,0,0
2009,7/1/09,H-4,BT2,0,0,0,0,0,1,0,0,1,0
2009,7/1/09,H-4,BT3,0,0,0,0,0,1,0,0,0,0
2009,7/3/09,B-1,DN,0,0,0,0,0,0,0,0,0,0
2009,0/04/2009,L-8,DN,0,0,0,0,0,0,0,0,0,0
2009,0/04/2009,L-8,BT1,0,0,0,2,0,0,0,0,0,0
2009,0/04/2009,L-8,BT2,0,0,0,0,0,0,0,0,0,0
2009,0/04/2009,L-8,BT3,0,0,0,0,0,0,0,0,0,0
2009,06/0/2009,R-2,DN,0,0,0,0,0,0,0,0,0,0
2009,06/0/2009,R-2,BT1,0,0,0,3,2,0,0,0,0,0
2009,06/0/2009,R-2,BT2,0,0,0,10,31,0,0,0,0,0
2009,06/0/2009,R-2,BT3,0,0,0,0,0,0,0,0,0,0
2010,5/23/10,R-20,DN,1,0,2,0,0,2,4,2,2,1
2010,5/23/10,R-20,BT1,1,0,2,168,80,2,5,0,1,0
2010,5/23/10,R-20,BT2,0,0,0,0,0,0,0,0,0,0
2010,5/23/10,R-20,BT3,0,0,0,0,0,0,0,0,0,0
2010,5/25/10,H-4,DN,1,3,0,0,0,1,1,2,1,0
2010,5/25/10,H-4,BT1,0,0,0,0,0,1,0,0,1,0
2010,5/25/10,H-4,BT2,0,0,0,0,0,0,0,0,0,0
2010,5/25/10,H-4,BT3,0,0,0,0,1,0,0,0,0,0
2010,5/27/10,SSP-1,DN,2,2,1,0,0,2,0,2,1,0
2010,5/27/10,SSP-1,BT1,0,0,1,23,6,1,0,0,1,0
2010,5/27/10,SSP-1,BT2,0,0,0,0,0,0,0,0,0,0
2010,5/27/10,SSP-1,BT3,0,0,0,0,0,0,0,0,0,0
2010,6/1/10,H-6,DN,2,1,0,0,0,0,0,3,1,0
2010,6/1/10,H-6,BT1,0,0,0,3,1,2,0,0,0,0
2010,6/1/10,H-6,BT2,0,0,0,1,4,1,0,4,0,0
2010,6/1/10,H-6,BT3,1,1,0,4,1,1,1,1,1,0
2010,6/1/10,MH-2,DN,0,0,0,0,0,0,0,0,0,0
2010,6/1/10,MH-2,BT1,0,0,0,137,1,0,0,0,0,0
2010,6/1/10,MH-2,BT2,0,0,0,0,0,0,0,0,0,0
2010,6/1/10,MH-2,BT3,0,0,0,0,0,0,0,0,0,0
2010,6/2/10,AV-1,DN,4,0,2,0,0,3,0,0,1,1
2010,6/2/10,AV-1,BT1,0,0,2,23,7,3,0,1,1,0
2010,6/2/10,AV-1,BT2,0,0,0,0,0,0,0,0,0,0
2010,6/2/10,AV-1,BT3,0,0,0,0,0,0,0,0,0,0
2010,6/2/10,AV-17,DN,3,0,2,0,0,2,0,3,1,1
2010,6/2/10,AV-17,BT1,2,0,1,8,2,2,0,2,0,1
2010,6/2/10,AV-17,BT2,0,0,0,0,0,0,0,0,0,0
2010,6/2/10,AV-17,BT3,0,0,0,0,0,0,0,0,0,0
2010,6/2/10,R-21,DN,2,1,2,0,0,3,1,1,1,0
2010,6/2/10,R-21,BT1,2,0,1,78,47,2,0,3,1,0
2010,6/2/10,R-21,BT2,0,0,0,0,0,0,0,0,0,0
2010,6/2/10,R-21,BT3,0,0,0,0,0,0,0,0,0,0
2010,6/4/10,R-22,DN,2,0,3,0,0,2,0,4,3,1
2010,6/4/10,R-22,BT1,1,1,1,1,6,1,0,1,1,0
2010,6/4/10,R-22,BT2,0,0,0,0,0,0,0,0,0,0
2010,6/4/10,R-22,BT3,0,0,0,0,0,0,0,0,0,0
2010,6/5/10,AV-17B,DN,2,0,2,0,0,1,0,3,2,1
2010,6/5/10,AV-17B,BT1,2,0,2,7,3,0,0,4,0,0
2010,6/5/10,AV-17B,BT2,0,0,0,0,0,0,0,0,0,0
2010,6/5/10,AV-17B,BT3,0,0,0,0,0,0,0,0,0,0
2010,6/5/10,B-9,BT,0,0,0,4,6,0,0,0,0,0
2010,6/5/10,B-9,DN,0,0,0,0,0,0,0,0,0,0
2010,6/5/10,L-7,DN,0,0,0,0,0,0,0,0,0,0
2010,6/5/10,L-7,BT1,0,0,0,13,24,0,0,0,0,0
2010,6/5/10,L-7,BT2,0,0,0,0,0,0,0,0,0,0
2010,6/5/10,L-7,BT3,0,0,0,0,0,0,0,0,0,0
2010,6/5/10,L-8,DN,0,0,0,0,0,0,0,0,0,0
2010,6/5/10,L-8,BT1,0,0,0,2,3,0,0,0,0,0
2010,6/5/10,L-8,BT2,0,0,0,0,0,0,0,0,0,0
2010,6/5/10,L-8,BT3,0,0,0,0,0,0,0,0,0,0
2010,6/7/10,AV-1,DN,1,0,3,0,0,4,0,2,1,0
2010,6/7/10,AV-1,BT1,1,0,3,23,9,1,0,0,1,0
2010,6/7/10,AV-1,BT2,2,0,1,7,4,3,0,0,2,0
2010,6/7/10,AV-1,BT3,0,0,0,0,0,0,0,0,0,0
2010,6/7/10,AV-18,DN,2,0,3,0,0,0,1,5,3,1
2010,6/7/10,AV-18,BT1,1,0,1,25,20,1,0,2,1,0
2010,6/7/10,AV-18,BT2,0,0,0,0,0,0,0,0,0,0
2010,6/7/10,AV-18,BT3,0,0,0,0,0,0,0,0,0,0
2010,6/7/10,F-3,DN,0,1,2,0,0,0,0,2,1,0
2010,6/7/10,F-3,BT1,0,0,0,0,0,0,0,1,0,0
2010,6/7/10,F-3,BT2,0,0,0,0,0,0,0,0,0,0
2010,6/7/10,F-3,BT3,0,0,0,0,0,0,0,0,0,0
2010,6/7/10,F-4,DN,0,0,0,0,0,1,0,0,0,0
2010,6/7/10,F-4,BT1,0,0,0,1,1,1,0,0,0,0
2010,6/7/10,F-4,BT2,0,0,0,0,0,0,0,0,0,0
2010,6/7/10,F-4,BT3,0,0,0,0,0,0,0,0,0,0
2010,6/8/10,B-1,BT,0,0,0,35,36,0,0,0,0,0
2010,6/8/10,B-1,DN,0,0,0,0,0,0,0,0,0,0
2010,6/8/10,R-23,DN,1,0,2,0,0,3,0,2,1,0
2010,6/8/10,R-23,BT1,0,2,1,13,11,1,0,3,1,0
2010,6/8/10,R-23,BT2,0,0,0,0,0,0,0,0,0,0
2010,6/8/10,R-23,BT3,0,0,0,0,0,0,0,0,0,0
2010,6/9/10,E-22,DN,5,0,0,0,0,1,0,3,1,1
2010,6/9/10,E-22,BT1,3,0,0,21,8,1,0,1,1,0
2010,6/9/10,E-22,BT2,1,0,0,211,11,1,0,1,1,0
2010,6/9/10,E-22,BT3,2,0,0,4,0,1,0,1,1,0
2010,6/9/10,E-21,DN,3,0,2,0,0,1,0,4,1,1
2010,6/9/10,E-21,BT1,1,0,0,12,10,0,0,1,1,0
2010,6/9/10,E-21,BT2,3,0,0,15,0,0,0,3,1,1
2010,6/9/10,E-21,BT3,2,0,0,61,4,1,0,0,1,0
2010,6/9/10,F-3,DN,0,2,2,0,0,2,0,2,1,0
2010,6/9/10,F-3,BT1,0,0,0,0,1,0,0,1,0,0
2010,6/9/10,F-3,BT2,0,0,0,0,0,0,0,0,0,0
2010,6/9/10,F-3,BT3,0,0,0,0,0,0,0,0,0,0
2010,6/14/10,B-3,BT,0,0,0,2,3,0,0,0,0,0
2010,6/14/10,B-3,DN,0,0,0,0,0,0,0,0,0,0
2010,6/14/10,WSP-2,DN,1,0,2,0,0,0,0,0,0,0
2010,6/14/10,WSP-2,BT1,1,0,0,9,5,0,0,0,0,0
2010,6/14/10,WSP-2,BT2,0,0,0,0,0,0,0,0,0,0
2010,6/14/10,WSP-2,BT3,0,0,0,0,0,0,0,0,0,0
2010,6/15/10,MH-14,DN,1,0,2,0,0,4,1,4,1,0
2010,6/15/10,MH-14,BT1,2,0,2,51,26,3,0,3,0,0
2010,6/15/10,MH-14,BT2,0,0,0,0,0,0,0,0,0,0
2010,6/15/10,MH-14,BT3,0,0,0,0,0,0,0,0,0,0
2010,6/16/10,E-31,DN,3,0,3,0,0,1,0,3,1,1
2010,6/16/10,E-31,BT1,0,0,1,7,1,0,0,1,1,0
2010,6/16/10,E-31,BT2,0,0,0,0,2,0,0,1,1,1
2010,6/16/10,E-31,BT3,0,0,0,2,3,0,0,1,0,0
2010,6/16/10,E-29,DN,2,0,1,0,0,1,0,2,1,1
2010,6/16/10,E-29,BT1,0,0,0,2,1,0,0,0,0,1
2010,6/16/10,E-29,BT2,0,0,1,23,3,0,0,0,0,1
2010,6/16/10,E-29,BT3,0,0,0,28,0,0,0,1,1,1
2010,6/16/10,H-30,DN,1,0,0,0,0,1,0,1,0,0
2010,6/16/10,H-30,BT1,0,0,0,16,8,1,0,0,0,0
2010,6/16/10,H-30,BT2,2,0,1,6,29,1,0,0,0,0
2010,6/16/10,H-30,BT3,2,0,3,5,15,1,0,0,1,0
2010,6/19/10,B-1,DN,0,0,0,0,0,0,0,0,0,0
2010,6/19/10,B-1,BT1,0,0,0,31,42,0,0,0,0,0
2010,6/19/10,B-1,BT2,0,0,0,0,0,0,0,0,0,0
2010,6/19/10,B-1,BT3,0,0,0,0,0,0,0,0,0,0
2010,6/19/10,L-9,DN,0,0,0,0,0,0,0,0,0,0
2010,6/19/10,L-9,BT1,0,0,0,8,6,0,0,0,0,0
2010,6/19/10,L-9,BT2,0,0,0,0,0,0,0,0,0,0
2010,6/19/10,L-9,BT3,0,0,0,0,0,0,0,0,0,0
2010,6/19/10,L-10,DN,0,0,0,0,0,0,0,0,0,0
2010,6/19/10,L-10,BT1,0,0,0,98,18,0,0,0,0,0
2010,6/19/10,L-10,BT2,0,0,0,0,0,0,0,0,0,0
2010,6/19/10,L-10,BT3,0,0,0,0,0,0,0,0,0,0
2010,6/22/10,L-8,DN,0,0,0,0,0,0,0,0,0,0
2010,6/23/10,H-56,DN,2,0,0,0,0,1,0,2,1,0
2010,6/23/10,H-56,BT1,3,0,2,35,26,0,0,1,1,0
2010,6/23/10,H-56,BT2,2,0,1,27,32,1,0,1,1,0
2010,6/23/10,H-56,BT3,4,0,1,4,18,1,0,4,1,0
2010,6/23/10,H-6,DN,1,2,1,0,0,1,2,4,1,1
2010,6/23/10,H-6,BT1,1,1,0,108,47,1,2,3,1,0
2010,6/23/10,H-6,BT2,0,0,0,0,0,0,0,0,0,0
2010,6/23/10,H-6,BT3,0,0,0,0,0,0,0,0,0,0
2010,6/23/10,R-23,DN,1,0,3,0,0,0,0,3,1,0
2010,6/23/10,R-23,BT1,0,0,1,1,2,0,0,0,0,0
2010,6/23/10,R-23,BT2,0,0,1,0,0,1,0,0,0,0
2010,6/23/10,R-23,BT3,1,0,2,6,2,0,0,1,0,1
2010,6/28/10,E-29,DN,0,0,0,0,0,1,1,2,1,1
2010,6/28/10,E-29,BT1,0,0,1,63,6,0,1,1,0,0
2010,6/28/10,E-29,BT2,0,0,0,0,0,0,0,0,0,0
2010,6/28/10,E-29,BT3,0,0,0,0,0,0,0,0,0,0
2010,6/28/10,MH-2,DN,0,1,1,0,0,1,0,1,1,1
2010,6/28/10,MH-2,BT1,0,0,1,188,24,1,0,0,1,0
2010,6/28/10,MH-2,BT2,1,0,0,60,2,1,0,1,1,0
2010,6/28/10,MH-2,BT3,2,0,0,206,3,0,0,0,1,0
2010,6/28/10,SSP-3,DN,1,0,0,0,0,2,1,3,1,0
2010,6/28/10,SSP-3,BT1,6,0,1,46,118,0,0,2,1,0
2010,6/28/10,SSP-3,BT2,0,0,0,0,0,0,0,0,0,0
2010,6/28/10,SSP-3,BT3,0,0,0,0,0,0,0,0,0,0
2010,6/30/10,B-17,BT,0,0,0,19,2,0,0,0,0,0
2010,6/30/10,B-17,DN,0,0,0,0,0,0,0,0,0,0
2011,5/30/11,H-4,DN,1,8,1,0,0,6,0,4,4,0
2011,5/30/11,H-4,BT1,1,1,0,8,2,2,1,0,0,0
2011,5/30/11,H-4,BT2,0,0,0,7,1,8,0,0,5,0
2011,5/30/11,H-4,BT3,0,0,0,5,0,0,0,0,0,1
2011,5/31/11,WSP-2,DN,1,0,2,0,0,2,2,3,1,1
2011,5/31/11,WSP-2,BT1,0,0,1,24,137,1,1,2,1,0
2011,5/31/11,WSP-2,BT2,0,0,0,0,0,0,0,0,0,0
2011,5/31/11,WSP-2,BT3,0,0,0,0,0,0,0,0,0,0
2011,6/2/11,B-1,DN,1,0,3,0,0,1,0,3,0,0
2011,6/2/11,B-1,BT1,1,0,2,65,12,0,0,0,0,0
2011,6/2/11,B-1,BT2,0,0,0,0,0,0,0,0,0,0
2011,6/2/11,B-1,BT3,0,0,0,0,0,0,0,0,0,0
2011,6/3/11,R-23,DN,1,0,2,0,0,4,1,3,1,0
2011,6/3/11,R-23,BT1,1,0,1,10,14,1,2,2,1,0
2011,6/3/11,R-23,BT2,0,0,0,0,0,0,0,0,0,0
2011,6/3/11,R-23,BT3,0,0,0,0,0,0,0,0,0,0
2011,6/4/11,L-7,DN,0,0,0,0,0,0,0,0,0,0
2011,6/4/11,L-7,BT1,0,0,0,185,21,0,0,0,0,0
2011,6/4/11,L-7,BT2,0,0,0,15,2,0,0,0,0,0
2011,6/4/11,L-7,BT3,0,0,0,0,0,0,0,0,0,0
2011,6/4/11,L-8,DN,0,0,0,0,0,0,0,0,0,0
2011,6/4/11,L-8,BT1,0,0,0,14,2,0,0,0,0,0
2011,6/4/11,L-8,BT2,0,0,0,0,0,0,0,0,0,0
2011,6/4/11,L-8,BT3,0,0,0,0,0,0,0,0,0,0
2011,6/5/11,H-6,DN,0,0,0,0,0,0,0,4,0,0
2011,6/5/11,H-6,BT1,1,2,0,30,10,1,0,2,0,0
2011,6/5/11,H-6,BT2,1,1,0,50,3,0,1,2,1,0
2011,6/5/11,H-6,BT3,0,0,0,120,10,1,1,0,0,0
2011,6/5/11,R-14,DN,2,1,4,0,0,5,5,4,3,0
2011,6/5/11,R-14,BT1,3,0,2,280,198,4,0,3,1,0
2011,6/5/11,R-14,BT2,0,0,0,0,0,0,0,0,0,0
2011,6/5/11,R-14,BT3,0,0,0,0,0,0,0,0,0,0
2011,6/6/11,AV-1,DN,0,0,0,0,0,0,0,0,0,0
2011,6/6/11,AV-1,BT1,0,0,0,19,13,0,0,0,0,0
2011,6/6/11,AV-1,BT2,0,0,0,16,11,0,0,0,0,0
2011,6/6/11,AV-1,BT3,0,0,0,7,6,0,0,0,0,0
2011,6/6/11,AV-6,DN,1,0,1,0,0,2,0,2,1,1
2011,6/6/11,AV-6,BT1,1,0,0,8,8,1,0,2,1,0
2011,6/6/11,AV-6,BT2,0,0,0,0,0,0,0,0,0,0
2011,6/6/11,AV-6,BT3,0,0,0,0,0,0,0,0,0,0
2011,6/6/11,SSP-1,DN,0,0,0,0,0,0,0,0,0,1
2011,6/6/11,SSP-1,BT1,0,0,0,89,28,0,0,0,0,0
2011,6/6/11,SSP-1,BT2,0,0,0,0,0,0,0,0,0,0
2011,6/6/11,SSP-1,BT3,0,0,0,0,0,0,0,0,0,0
2011,6/7/11,E-18,DN,2,0,2,0,0,1,0,1,1,0
2011,6/7/11,E-18,BT1,4,0,2,125,8,0,3,1,1,1
2011,6/7/11,E-18,BT2,0,0,0,0,0,0,0,0,0,0
2011,6/7/11,E-18,BT3,0,0,0,0,0,0,0,0,0,0
2011,6/8/11,AV-7,DN,2,0,1,0,0,3,0,1,1,1
2011,6/8/11,AV-7,BT1,2,0,1,211,14,2,0,0,0,1
2011,6/8/11,AV-7,BT2,0,0,0,0,0,0,0,0,0,0
2011,6/8/11,AV-7,BT3,0,0,0,0,0,0,0,0,0,0
2011,6/8/11,B-3,DN,0,0,3,0,0,0,1,2,1,1
2011,6/8/11,B-3,BT1,1,0,2,14,0,0,1,3,1,0
2011,6/8/11,B-3,BT2,0,0,0,0,0,0,0,0,0,0
2011,6/8/11,B-3,BT3,0,0,0,0,0,0,0,0,0,0
2011,6/9/11,R-21,DN,3,0,3,0,0,3,2,4,3,0
2011,6/9/11,R-21,BT1,3,0,2,127,27,3,0,2,0,0
2011,6/9/11,R-21,BT2,0,0,0,0,0,0,0,0,0,0
2011,6/9/11,R-21,BT3,0,0,0,0,0,0,0,0,0,0
2011,6/11/11,L-9,DN,0,0,0,0,0,0,0,0,0,0
2011,6/11/11,L-9,BT1,0,0,0,14,22,0,0,0,0,0
2011,6/11/11,L-9,BT2,0,0,0,0,0,0,0,0,0,0
2011,6/11/11,L-9,BT3,0,0,0,0,0,0,0,0,0,0
2011,6/11/11,L-10,DN,0,0,0,0,0,0,0,0,0,0
2011,6/11/11,L-10,BT1,0,0,0,2,2,0,0,0,0,0
2011,6/11/11,L-10,BT2,0,0,0,0,0,0,0,0,0,0
2011,6/11/11,L-10,BT3,0,0,0,0,0,0,0,0,0,0
2011,6/11/11,AV-1,DN,0,0,0,0,0,0,0,0,0,0
2011,6/11/11,AV-1,BT1,0,0,0,15,33,0,0,0,0,0
2011,6/11/11,AV-1,BT2,0,0,0,30,36,0,0,0,0,0
2011,6/11/11,AV-1,BT3,0,0,0,0,0,0,0,0,0,0
2011,6/11/11,MH-2,DN,1,0,2,0,0,1,3,2,1,1
2011,6/11/11,MH-2,BT1,0,0,3,363,2,1,3,2,1,0
2011,6/11/11,MH-2,BT2,0,0,0,0,0,0,0,0,0,0
2011,6/11/11,MH-2,BT3,0,0,0,0,0,0,0,0,0,0
2011,6/11/11,R-25,DN,1,0,2,0,0,3,0,3,1,0
2011,6/11/11,R-25,BT1,1,0,1,258,45,2,0,1,1,0
2011,6/11/11,R-25,BT2,0,0,0,0,0,0,0,0,0,0
2011,6/11/11,R-25,BT3,0,0,0,0,0,0,0,0,0,0
2011,6/12/11,E-32,DN,0,0,2,0,0,2,1,5,0,0
2011,6/12/11,E-32,BT1,0,0,0,3,13,0,0,1,0,0
2011,6/12/11,E-32,BT2,0,0,0,0,0,0,0,0,0,0
2011,6/12/11,E-32,BT3,0,0,0,0,0,0,0,0,0,0
2011,6/13/11,F-3,DN,0,1,1,1,1,0,0,2,1,0
2011,6/13/11,F-3,BT1,0,0,0,0,0,0,0,1,0,0
2011,6/13/11,F-3,BT2,0,0,0,0,0,0,0,0,0,0
2011,6/13/11,F-3,BT3,0,0,0,0,0,0,0,0,0,0
2011,6/13/11,F-5,DN,1,1,2,0,0,2,0,2,0,0
2011,6/13/11,F-5,BT1,1,1,0,4,1,1,0,2,0,0
2011,6/13/11,F-5,BT2,1,0,1,10,5,0,0,1,0,0
2011,6/13/11,F-5,BT3,3,0,0,13,3,0,0,0,0,0
2011,6/13/11,F-6,DN,3,0,2,0,0,0,0,2,1,1
2011,6/13/11,F-6,BT1,1,0,1,1,0,0,0,2,0,0
2011,6/13/11,F-6,BT2,2,0,0,2,16,0,0,2,0,0
2011,6/13/11,F-6,BT3,1,0,0,2,3,0,0,2,0,0
2011,6/13/11,H-30,DN,2,1,0,0,0,1,0,3,1,1
2011,6/13/11,H-30,BT1,3,0,0,9,4,0,0,0,0,0
2011,6/13/11,H-30,BT2,2,0,0,29,4,1,0,0,0,0
2011,6/13/11,H-30,BT3,2,0,0,3,0,0,0,0,0,0
2011,6/15/11,B-1,DN,2,0,3,0,0,2,2,4,2,1
2011,6/15/11,B-1,BT1,3,0,3,120,28,2,1,3,1,0
2011,6/15/11,B-1,BT2,0,0,0,0,0,0,0,0,0,0
2011,6/15/11,B-1,BT3,0,0,0,0,0,0,0,0,0,0
2011,6/16/11,AV-5,DN,3,0,1,0,0,1,0,2,0,1
2011,6/16/11,AV-5,BT1,2,0,2,17,13,1,0,1,0,0
2011,6/16/11,AV-5,BT2,0,0,0,0,0,0,0,0,0,0
2011,6/16/11,AV-5,BT3,0,0,0,0,0,0,0,0,0,0
2011,6/16/11,B-8,DN,1,0,3,0,0,0,0,5,0,1
2011,6/16/11,B-8,BT1,1,0,0,1,0,2,0,2,0,0
2011,6/16/11,B-8,BT2,1,0,0,8,4,2,0,0,0,1
2011,6/16/11,B-8,BT3,0,0,0,19,2,2,0,0,0,0
2011,6/16/11,MH-2,DN,1,0,2,0,0,1,2,2,1,1
2011,6/16/11,MH-2,BT1,1,0,0,49,2,0,1,2,0,1
2011,6/16/11,MH-2,BT2,0,0,0,13,1,1,1,2,1,1
2011,6/16/11,MH-2,BT3,0,0,0,16,1,0,2,2,0,0
2011,6/16/11,SSP-3,DN,0,0,0,0,0,0,0,0,0,0
2011,6/16/11,SSP-3,BT1,0,0,0,82,37,0,0,0,0,0
2011,6/16/11,SSP-3,BT2,0,0,0,0,0,0,0,0,0,0
2011,6/16/11,SSP-3,BT3,0,0,0,0,0,0,0,0,0,0
2011,6/20/11,L-8,DN,3,1,2,0,0,1,3,4,1,0
2011,6/20/11,L-8,BT1,0,1,2,7,2,0,0,1,1,0
2011,6/20/11,L-8,BT2,0,0,0,0,0,0,0,0,0,0
2011,6/20/11,L-8,BT3,0,0,0,0,0,1,2,1,1,0
2011,6/20/11,H-56,DN,2,1,2,0,0,2,0,1,1,0
2011,6/20/11,H-56,BT1,3,0,1,23,6,0,0,1,0,0
2011,6/20/11,H-56,BT2,2,0,2,10,4,0,0,1,1,0
2011,6/20/11,H-56,BT3,0,0,0,36,11,1,0,2,1,0
2011,6/21/11,E-20,DN,0,0,1,0,0,0,0,3,1,0
2011,6/21/11,E-20,BT1,3,0,2,278,47,0,0,1,1,1
2011,6/21/11,E-20,BT2,0,0,0,0,0,0,0,0,0,0
2011,6/21/11,E-20,BT3,0,0,0,0,0,0,0,0,0,0
2011,6/21/11,MH-15,DN,1,0,2,0,0,1,3,2,2,0
2011,6/21/11,MH-15,BT1,0,0,1,17,3,0,1,2,0,0
2011,6/21/11,MH-15,BT2,0,0,0,0,0,0,0,0,0,0
2011,6/21/11,MH-15,BT3,0,0,0,0,0,0,0,0,0,0
2011,6/22/11,B-7,DN,1,0,2,0,0,1,0,2,0,1
2011,6/22/11,B-7,BT1,1,0,0,59,2,0,0,2,0,0
2011,6/22/11,B-7,BT2,0,0,0,0,0,0,0,0,0,0
2011,6/22/11,B-7,BT3,0,0,0,0,0,0,0,0,0,0
2011,6/27/11,F-6,DN,5,0,2,0,0,1,1,4,1,1
2011,6/27/11,F-6,BT1,1,1,1,47,19,1,1,1,1,0
2011,6/27/11,F-6,BT2,0,0,0,0,0,0,0,0,0,0
2011,6/27/11,F-6,BT3,0,0,0,0,0,0,0,0,0,0
2011,6/28/11,H-6,DN,1,0,0,0,0,1,0,5,2,1
2011,6/28/11,H-6,BT1,0,0,0,19,7,1,0,3,2,0
2011,6/28/11,H-6,BT2,0,0,0,0,0,0,0,0,0,0
2011,6/28/11,H-6,BT3,0,0,0,0,0,0,0,0,0,0
2011,6/29/11,R-25,DN,2,0,1,0,0,1,0,2,0,0
2011,6/29/11,R-25,BT1,1,1,1,43,19,1,0,2,0,0
2011,6/29/11,R-25,BT2,0,0,0,0,0,0,0,0,0,0
2011,6/29/11,R-25,BT3,0,0,0,0,0,0,0,0,0,0
2011,6/29/11,E-18,DN,2,0,2,0,0,1,0,0,1,0
2011,6/29/11,E-18,BT1,3,0,0,38,2,0,3,0,1,0
2011,6/29/11,E-18,BT2,4,0,1,25,1,2,2,0,0,0
2011,6/29/11,E-18,BT3,2,0,0,75,6,1,3,0,1,0
2012,5/31/12,H-4,DN,1,0,1,0,0,2,0,1,0,0
2012,5/31/12,H-4,BT1,0,0,0,0,0,0,0,0,0,0
2012,5/31/12,H-4,BT2,0,0,0,0,0,0,0,0,0,0
2012,5/31/12,H-4,BT3,0,0,0,0,0,0,0,0,1,0
2012,6/4/12,AV-13,DN,3,0,1,0,0,0,0,3,2,1
2012,6/4/12,AV-13,BT1,1,0,2,3,4,1,0,1,0,0
2012,6/4/12,AV-13,BT2,0,0,0,0,0,0,0,0,0,0
2012,6/4/12,AV-13,BT3,0,0,0,0,0,0,0,0,0,0
2012,6/4/12,AV-17,DN,2,0,0,0,0,1,0,1,0,0
2012,6/4/12,AV-17,BT1,1,0,0,3,1,2,0,0,0,0
2012,6/4/12,AV-17,BT2,0,0,0,0,0,0,0,0,0,0
2012,6/4/12,AV-17,BT3,0,0,0,0,0,0,0,0,0,0
2012,6/4/12,SSP-1,DN,0,2,3,0,0,1,3,1,1,0
2012,6/4/12,SSP-1,BT1,0,0,1,39,32,1,0,0,1,0
2012,6/4/12,SSP-1,BT2,0,0,0,0,0,0,0,0,0,0
2012,6/4/12,SSP-1,BT3,0,0,0,0,0,0,0,0,0,0
2012,6/5/12,F-3,DN,0,0,0,0,0,2,0,2,1,0
2012,6/5/12,F-3,BT1,0,0,0,0,0,0,0,0,1,0
2012,6/5/12,F-3,BT2,0,0,0,0,0,0,0,0,1,0
2012,6/5/12,F-3,BT3,0,0,0,0,0,0,0,0,0,0
2012,6/5/12,F-5,DN,1,1,0,0,0,0,0,3,0,0
2012,6/5/12,F-5,BT1,1,0,0,75,37,1,0,2,0,0
2012,6/5/12,F-5,BT2,1,0,0,156,3,0,0,3,0,0
2012,6/5/12,F-5,BT3,0,0,0,0,0,0,0,0,0,0
2012,6/5/12,F-6,DN,2,0,2,0,0,2,0,1,2,1
2012,6/5/12,F-6,BT1,1,0,1,7,724,0,0,0,1,1
2012,6/5/12,F-6,BT2,1,0,2,8,13,1,0,0,2,1
2012,6/5/12,F-6,BT3,0,0,0,0,0,0,0,0,0,0
2012,6/6/12,H-6,DN,2,0,0,0,0,2,0,3,1,1
2012,6/6/12,H-6,BT1,1,0,0,0,0,1,0,3,0,1
2012,6/6/12,H-6,BT2,0,0,0,0,0,0,0,0,0,0
2012,6/6/12,H-6,BT3,0,0,0,0,0,0,0,0,0,0
2012,6/6/12,B-1,DN,0,0,1,0,0,0,3,1,1,0
2012,6/6/12,B-1,BT1,1,0,2,58,12,0,2,1,2,0
2012,6/6/12,B-1,BT2,0,0,0,0,0,0,0,0,0,0
2012,6/6/12,B-1,BT3,0,0,0,0,0,0,0,0,0,0
2012,6/6/12,B-6,DN,0,0,2,0,0,0,0,0,1,0
2012,6/6/12,B-6,BT1,1,0,0,0,3,1,0,3,1,0
2012,6/6/12,B-6,BT2,0,0,0,0,0,0,0,0,0,0
2012,6/6/12,B-6,BT3,0,0,0,0,0,0,0,0,0,0
2012,6/6/12,H-6,DN,0,1,1,0,0,1,1,1,1,0
2012,6/6/12,H-6,BT1,1,0,0,8,4,0,1,2,1,0
2012,6/6/12,H-6,BT2,0,0,0,37,20,0,1,1,1,0
2012,6/6/12,H-6,BT3,0,0,0,0,2,0,1,4,1,0
2012,6/6/12,WSP-2,DN,1,0,3,0,0,1,0,3,1,1
2012,6/6/12,WSP-2,BT1,0,0,1,5,0,0,1,3,2,1
